"title","genre","director","year","duration","gross","budget","cast_facebook_likes","votes","reviews","rating","duration2"
"Safety Not Guaranteed","Comedy","Colin Trevorrow",2012,86,4007792,750000,2714,101287,531,7,"[ 63,100)"
"Ted","Comedy","Seth MacFarlane",2012,112,218628680,50000000,21773,471644,1080,7,"[100,120)"
"Robot & Frank","Comedy","Jake Schreier",2012,89,3325638,2500000,1980,52509,336,7.1,"[ 63,100)"
"The Words","Drama","Brian Klugman",2012,102,11434867,6000000,51355,59637,346,7.1,"[100,120)"
"Chronicle","Drama","Josh Trank",2012,89,64572496,12000000,2054,204327,885,7.1,"[ 63,100)"
"The Master","Drama","Paul Thomas Anderson",2012,144,16377274,32000000,427,105144,951,7.1,"[120,280]"
"21 Jump Street","Action","Phil Lord",2012,109,138447667,42000000,19968,408302,720,7.2,"[100,120)"
"Brave","Adventure","Mark Andrews",2012,93,237282182,185000000,5005,273556,916,7.2,"[ 63,100)"
"Pitch Perfect","Comedy","Jason Moore",2012,112,64998368,17000000,12676,213898,473,7.2,"[100,120)"
"The Hunger Games","Adventure","Gary Ross",2012,142,407999255,78000000,49942,701607,2632,7.3,"[120,280]"
"Rise of the Guardians","Adventure","Peter Ramsey",2012,97,103400692,145000000,20645,123553,430,7.3,"[ 63,100)"
"Beasts of the Southern Wild","Drama","Benh Zeitlin",2012,93,12784397,1800000,2658,70336,932,7.3,"[ 63,100)"
"Flight","Drama","Robert Zemeckis",2012,138,93749203,31000000,20952,264047,940,7.3,"[120,280]"
"Looper","Action","Rian Johnson",2012,119,66468315,30000000,37387,428916,1256,7.4,"[100,120)"
"Mud","Drama","Jeff Nichols",2012,130,21589307,10000000,13960,135286,629,7.4,"[120,280]"
"Zero Dark Thirty","Drama","Kathryn Bigelow",2012,157,95720716,40000000,2759,216032,1198,7.4,"[120,280]"
"Les Miserables","Drama","Tom Hooper",2012,158,148775460,61000000,46204,243834,1333,7.6,"[120,280]"
"Moonrise Kingdom","Adventure","Wes Anderson",2012,94,45507053,16000000,27911,237848,864,7.8,"[ 63,100)"
"Wreck-It Ralph","Adventure","Rich Moore",2012,101,189412677,165000000,4451,272534,722,7.8,"[100,120)"
"Silver Linings Playbook","Comedy","David O. Russell",2012,122,132088910,21000000,72115,533607,1231,7.8,"[120,280]"
"Life of Pi","Adventure","Ang Lee",2012,127,124976634,120000000,2121,440084,1307,8,"[120,280]"
"The Perks of Being a Wallflower","Drama","Stephen Chbosky",2012,102,17738570,13000000,13631,351274,821,8,"[100,120)"
"The Avengers","Action","Joss Whedon",2012,173,623279547,220000000,87697,995415,2425,8.1,"[120,280]"
"The Dark Knight Rises","Action","Christopher Nolan",2012,164,448130642,250000000,106759,1144337,3514,8.5,"[120,280]"
"Django Unchained","Drama","Quentin Tarantino",2012,165,162804648,100000000,40978,955174,1958,8.5,"[120,280]"
"Scary Movie 5","Comedy","Malcolm D. Lee",2013,88,32014289,20000000,34319,50337,330,3.5,"[ 63,100)"
"The Canyons","Drama","Paul Schrader",2013,99,49494,250000,2862,8511,249,3.9,"[ 63,100)"
"Movie 43","Comedy","Elizabeth Banks",2013,94,8828771,6000000,41059,79146,532,4.3,"[ 63,100)"
"Getaway","Action","Courtney Solomon",2013,90,10494494,18000000,676,19586,255,4.4,"[ 63,100)"
"Black Nativity","Drama","Kasi Lemmons",2013,93,7017178,17500000,1373,1633,57,4.4,"[ 63,100)"
"A Madea Christmas","Comedy","Tyler Perry",2013,100,52528330,25000000,3202,4265,51,4.7,"[100,120)"
"After Earth","Action","M. Night Shyamalan",2013,100,60522097,130000000,14168,158720,1093,4.9,"[100,120)"
"Baggage Claim","Comedy","David E. Talbert",2013,96,21564616,8500000,8097,7098,93,5,"[ 63,100)"
"Battle of the Year","Drama","Benson Lee",2013,110,8888355,20000000,3177,7894,90,5,"[100,120)"
"A Haunted House","Comedy","Michael Tiddes",2013,86,40041683,2500000,3421,34620,236,5.1,"[ 63,100)"
"Walking with Dinosaurs 3D","Adventure","Barry Cook",2013,87,36073232,80000000,1971,8913,179,5.2,"[ 63,100)"
"A Good Day to Die Hard","Action","John Moore",2013,101,67344392,92000000,15481,165618,915,5.3,"[100,120)"
"Peeples","Comedy","Tina Gordon Chism",2013,95,9123834,15000000,3322,4065,76,5.3,"[ 63,100)"
"The Green Inferno","Adventure","Eli Roth",2013,100,7186670,6000000,2082,21468,449,5.4,"[100,120)"
"The Smurfs 2","Adventure","Raja Gosnell",2013,105,71017784,105000000,914,27257,184,5.4,"[100,120)"
"Grown Ups 2","Comedy","Dennis Dugan",2013,101,133668525,80000000,39269,107817,394,5.4,"[100,120)"
"R.I.P.D.","Action","Robert Schwentke",2013,96,33592415,130000000,31549,91640,418,5.6,"[ 63,100)"
"The Big Wedding","Comedy","Justin Zackham",2013,89,21784432,35000000,74181,37493,241,5.6,"[ 63,100)"
"Admission","Comedy","Paul Weitz",2013,107,18004225,13000000,3004,28573,237,5.7,"[100,120)"
"Identity Thief","Comedy","Seth Gordon",2013,120,134455175,35000000,5826,97664,507,5.7,"[120,280]"
"G.I. Joe: Retaliation","Action","Jon M. Chu",2013,122,122512052,130000000,31958,146352,639,5.8,"[120,280]"
"The To Do List","Comedy","Maggie Carey",2013,104,3447339,1500000,2667,29517,176,5.8,"[100,120)"
"The Host","Action","Andrew Niccol",2013,125,26616999,40000000,1300,92461,645,5.9,"[120,280]"
"Escape from Planet Earth","Adventure","Cal Brunker",2013,89,57011847,40000000,3361,20615,127,5.9,"[ 63,100)"
"Free Birds","Adventure","Jimmy Hayward",2013,91,55747724,55000000,3104,18042,191,5.9,"[ 63,100)"
"Percy Jackson: Sea of Monsters","Adventure","Thor Freudenthal",2013,106,68558662,90000000,10882,86627,387,5.9,"[100,120)"
"21 & Over","Comedy","Jon Lucas",2013,93,25675765,13000000,2730,60407,252,5.9,"[ 63,100)"
"The Incredible Burt Wonderstone","Comedy","Don Scardino",2013,100,22525921,30000000,32094,60596,418,5.9,"[100,120)"
"Carrie","Drama","Kimberly Peirce",2013,100,35266619,30000000,20051,108242,730,5.9,"[100,120)"
"Home Run","Drama","David Boyd",2013,113,2859955,1200000,2681,2417,42,6,"[100,120)"
"Parker","Action","Taylor Hackford",2013,118,17609982,35000000,28479,90046,365,6.2,"[100,120)"
"Beautiful Creatures","Drama","Richard LaGravenese",2013,124,19445217,60000000,3580,67796,489,6.2,"[120,280]"
"47 Ronin","Action","Carl Rinsch",2013,128,38297305,175000000,20965,116994,542,6.3,"[120,280]"
"Jack the Giant Slayer","Adventure","Bryan Singer",2013,114,65171860,195000000,1766,106416,543,6.3,"[100,120)"
"Anchorman 2: The Legend Continues","Comedy","Adam McKay",2013,143,2175312,50000000,28176,131227,618,6.3,"[120,280]"
"The Internship","Comedy","Shawn Levy",2013,125,44665963,58000000,5081,159931,527,6.3,"[120,280]"
"Riddick","Action","David Twohy",2013,127,41997790,38000000,17551,125305,645,6.4,"[120,280]"
"The Last Stand","Action","Jee-woon Kim",2013,107,12026670,45000000,1643,114241,634,6.4,"[100,120)"
"White House Down","Action","Roland Emmerich",2013,131,73103784,150000000,18204,164238,773,6.4,"[120,280]"
"Oz the Great and Powerful","Adventure","Sam Raimi",2013,130,234903076,215000000,73441,175409,1036,6.4,"[120,280]"
"Delivery Man","Comedy","Ken Scott",2013,105,30659817,26000000,1006,59805,263,6.4,"[100,120)"
"Grudge Match","Comedy","Peter Segal",2013,113,29802761,40000000,36009,46480,326,6.4,"[100,120)"
"Snitch","Action","Ric Roman Waugh",2013,112,42919096,15000000,15800,64747,360,6.5,"[100,120)"
"Homefront","Action","Gary Fleder",2013,100,19783777,22000000,39989,82804,357,6.5,"[100,120)"
"Dead Man Down","Action","Niels Arden Oplev",2013,118,10880926,30000000,4253,54147,344,6.5,"[100,120)"
"Olympus Has Fallen","Action","Antoine Fuqua",2013,119,98895417,70000000,31782,203154,1056,6.5,"[100,120)"
"The Lone Ranger","Action","Gore Verbinski",2013,150,89289910,215000000,45757,181792,1161,6.5,"[120,280]"
"Turbo","Adventure","David Soren",2013,96,83024900,135000000,17416,62424,256,6.5,"[ 63,100)"
"Pain & Gain","Comedy","Michael Bay",2013,129,49874933,26000000,13573,161168,622,6.5,"[120,280]"
"Kick-Ass 2","Action","Jeff Wadlow",2013,103,28751715,28000000,19168,202967,728,6.6,"[100,120)"
"The Heat","Action","Paul Feig",2013,123,159578352,43000000,4825,133177,650,6.6,"[120,280]"
"Elysium","Action","Neill Blomkamp",2013,109,93050117,115000000,17689,338087,1290,6.6,"[100,120)"
"Don Jon","Comedy","Joseph Gordon-Levitt",2013,90,24475193,3000000,44265,190494,678,6.6,"[ 63,100)"
"Bad Grandpa","Comedy","Jeff Tremaine",2013,102,101978840,15000000,1018,77724,319,6.6,"[100,120)"
"Last Vegas","Comedy","Jon Turteltaub",2013,105,63910583,28000000,35694,106755,395,6.6,"[100,120)"
"The Immigrant","Drama","James Gray",2013,120,1984743,16000000,11019,20616,300,6.6,"[120,280]"
"Gangster Squad","Action","Ruben Fleischer",2013,113,45996718,60000000,34738,173530,679,6.7,"[100,120)"
"RED 2","Action","Dean Parisot",2013,116,53215979,84000000,25220,125036,439,6.7,"[100,120)"
"Ender's Game","Action","Gavin Hood",2013,114,61656849,110000000,12908,184561,880,6.7,"[100,120)"
"The Wolverine","Action","James Mangold",2013,138,132550960,120000000,23755,328067,973,6.7,"[120,280]"
"Epic","Adventure","Chris Wedge",2013,102,107515297,100000000,14552,85833,316,6.7,"[100,120)"
"Kevin Hart: Let Me Explain","Comedy","Leslie Small",2013,75,32230907,2500000,1385,6062,56,6.7,"[ 63,100)"
"Bad Words","Comedy","Jason Bateman",2013,89,7764027,10000000,2061,38459,245,6.7,"[ 63,100)"
"The Best Man Holiday","Comedy","Malcolm D. Lee",2013,123,70492685,17000000,5306,11600,120,6.7,"[120,280]"
"This Is the End","Comedy","Evan Goldberg",2013,107,101470202,32000000,38751,310540,1087,6.7,"[100,120)"
"Safe Haven","Drama","Lasse Hallstrom",2013,115,71346930,28000000,1554,78008,344,6.7,"[100,120)"
"Cheap Thrills","Comedy","E.L. Katz",2013,88,59379,200000,4729,12796,245,6.8,"[ 63,100)"
"Warm Bodies","Comedy","Jonathan Levine",2013,98,66359959,35000000,337,184641,778,6.9,"[ 63,100)"
"Joe","Drama","David Gordon Green",2013,117,371897,4000000,13607,36494,350,6.9,"[100,120)"
"Labor Day","Drama","Jason Reitman",2013,111,13362308,18000000,39307,31898,328,6.9,"[100,120)"
"Oblivion","Action","Joseph Kosinski",2013,124,89021735,120000000,22004,387436,1431,7,"[120,280]"
"Pacific Rim","Action","Guillermo del Toro",2013,131,101785482,190000000,19166,381148,1681,7,"[120,280]"
"World War Z","Action","Marc Forster",2013,123,202351611,190000000,32392,465019,1649,7,"[120,280]"
"We're the Millers","Comedy","Rawson Marshall Thurber",2013,118,150368971,37000000,3425,316671,590,7,"[100,120)"
"Thor: The Dark World","Action","Alan Taylor",2013,112,206360018,170000000,59803,414070,1018,7.1,"[100,120)"
"The Spectacular Now","Comedy","James Ponsoldt",2013,95,6851969,2500000,10040,105591,398,7.1,"[ 63,100)"
"Enough Said","Comedy","Nicole Holofcener",2013,93,17536788,8000000,1183,49240,373,7.1,"[ 63,100)"
"Iron Man 3","Action","Shane Black",2013,195,408992272,200000000,30426,557489,1795,7.2,"[120,280]"
"Man of Steel","Action","Zack Snyder",2013,143,291021565,225000000,20495,548573,3269,7.2,"[120,280]"
"The Secret Life of Walter Mitty","Adventure","Ben Stiller",2013,114,58229120,90000000,5095,236421,877,7.3,"[100,120)"
"The Croods","Adventure","Kirk De Micco",2013,98,187165546,135000000,43286,150618,452,7.3,"[ 63,100)"
"Monsters University","Adventure","Dan Scanlon",2013,104,268488329,200000000,14863,235025,641,7.3,"[100,120)"
"Blue Jasmine","Drama","Woody Allen",2013,98,33404871,18000000,1353,150082,799,7.3,"[ 63,100)"
"August: Osage County","Drama","John Wells",2013,121,37738400,25000000,39690,67797,607,7.3,"[120,280]"
"The Way Way Back","Comedy","Nat Faxon",2013,103,21501098,5000000,8375,115813,492,7.4,"[100,120)"
"Begin Again","Drama","John Carney",2013,104,16168741,8000000,517,99430,465,7.4,"[100,120)"
"Inside Llewyn Davis","Drama","Ethan Coen",2013,104,13214255,11000000,4082,96233,848,7.4,"[100,120)"
"Lone Survivor","Action","Peter Berg",2013,121,125069696,40000000,1261,203963,739,7.6,"[120,280]"
"The Hunger Games: Catching Fire","Adventure","Francis Lawrence",2013,146,424645577,130000000,49355,498397,1208,7.6,"[120,280]"
"Frozen","Adventure","Chris Buck",2013,102,400736600,150000000,2582,421658,1310,7.6,"[100,120)"
"The Book Thief","Drama","Brian Percival",2013,131,21483154,19000000,1985,98741,488,7.6,"[120,280]"
"Star Trek Into Darkness","Action","J.J. Abrams",2013,132,228756232,190000000,21411,395573,1761,7.8,"[120,280]"
"Nebraska","Adventure","Alexander Payne",2013,115,17613460,12000000,3798,91082,707,7.8,"[100,120)"
"The Hobbit: The Desolation of Smaug","Adventure","Peter Jackson",2013,186,258355354,225000000,9152,483540,1460,7.9,"[120,280]"
"Before Midnight","Drama","Richard Linklater",2013,109,8114507,3000000,328,95362,675,7.9,"[100,120)"
"Her","Drama","Spike Jonze",2013,126,25556065,23000000,19359,355126,1322,8,"[120,280]"
"Left Behind","Action","Vic Armstrong",2014,110,13998282,16000000,15044,24854,543,3.1,"[100,120)"
"The Legend of Hercules","Action","Renny Harlin",2014,99,18821279,70000000,1520,44891,358,4.2,"[ 63,100)"
"A Haunted House 2","Comedy","Michael Tiddes",2014,86,17314483,4000000,4073,14621,117,4.7,"[ 63,100)"
"Tammy","Comedy","Ben Falcone",2014,100,84518155,20000000,2654,35965,292,4.9,"[100,120)"
"Sex Tape","Comedy","Jake Kasdan",2014,94,38543473,40000000,1488,84382,359,5.1,"[ 63,100)"
"Annie","Comedy","Will Gluck",2014,118,85911262,65000000,4796,24735,389,5.2,"[100,120)"
"Addicted","Drama","Bille Woodruff",2014,106,17382982,5000000,2840,5975,42,5.2,"[100,120)"
"Tusk","Comedy","Kevin Smith",2014,102,1821983,3000000,43810,31089,515,5.4,"[100,120)"
"Seventh Son","Action","Sergey Bodrov",2014,102,17176900,95000000,17098,54501,329,5.5,"[100,120)"
"Happy Christmas","Comedy","Joe Swanberg",2014,82,30084,70000,11642,5507,88,5.6,"[ 63,100)"
"Sabotage","Action","David Ayer",2014,109,10499968,35000000,1458,47498,445,5.7,"[100,120)"
"Transformers: Age of Extinction","Action","Michael Bay",2014,165,245428137,210000000,3988,242420,1296,5.7,"[120,280]"
"And So It Goes","Comedy","Rob Reiner",2014,94,15155772,18000000,1673,8895,155,5.7,"[ 63,100)"
"Think Like a Man Too","Comedy","Tim Story",2014,106,65182182,24000000,4830,15310,90,5.7,"[100,120)"
"Dumb and Dumber To","Comedy","Bobby Farrelly",2014,109,86208010,35000000,16179,97045,503,5.7,"[100,120)"
"Into the Storm","Action","Steven Quale",2014,89,47553512,50000000,1367,54101,438,5.8,"[ 63,100)"
"Noah","Action","Darren Aronofsky",2014,138,101160529,125000000,32355,200022,1674,5.8,"[120,280]"
"Earth to Echo","Adventure","Dave Green",2014,91,38916903,13000000,1921,15664,261,5.8,"[ 63,100)"
"Teenage Mutant Ninja Turtles","Action","Jonathan Liebesman",2014,101,190871240,125000000,2690,167085,839,5.9,"[100,120)"
"Hercules","Action","Brett Ratner",2014,101,72660029,100000000,16235,115687,514,6,"[100,120)"
"Into the Woods","Adventure","Rob Marshall",2014,125,127997349,50000000,62837,101178,1100,6,"[120,280]"
"The Other Woman","Comedy","Nick Cassavetes",2014,109,83906114,40000000,2357,104481,380,6,"[100,120)"
"The Expendables 3","Action","Patrick Hughes",2014,131,39292022,90000000,52610,127258,671,6.1,"[120,280]"
"That Awkward Moment","Comedy","Tom Gormican",2014,94,26049082,8000000,1024,76791,264,6.1,"[ 63,100)"
"About Last Night","Comedy","Steve Pink",2014,100,48637684,12500000,2800,16979,132,6.1,"[100,120)"
"A Million Ways to Die in the West","Comedy","Seth MacFarlane",2014,136,42615685,40000000,28927,136093,719,6.1,"[120,280]"
"The Monuments Men","Drama","George Clooney",2014,118,78031620,70000000,27674,102248,774,6.1,"[100,120)"
"Ride Along","Action","Tim Story",2014,99,134141530,25000000,2394,75903,255,6.2,"[ 63,100)"
"3 Days to Kill","Action","McG",2014,123,30688364,28000000,1286,69355,422,6.2,"[120,280]"
"Jack Ryan: Shadow Recruit","Action","Kenneth Branagh",2014,105,50549107,60000000,1411,99035,602,6.2,"[100,120)"
"RoboCop","Action","Jose Padilha",2014,117,58607007,100000000,14160,182910,1122,6.2,"[100,120)"
"300: Rise of an Empire","Action","Noam Murro",2014,102,106369117,110000000,10583,225273,889,6.2,"[100,120)"
"Night at the Museum: Secret of the Tomb","Adventure","Shawn Levy",2014,98,113733726,127000000,53587,67223,280,6.2,"[ 63,100)"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy","Miguel Arteta",2014,81,66950483,28000000,47677,29738,204,6.2,"[ 63,100)"
"Winter's Tale","Drama","Akiva Goldsman",2014,118,22451,60000000,22447,41288,315,6.2,"[100,120)"
"The November Man","Action","Roger Donaldson",2014,108,24984868,15000000,3033,50056,324,6.3,"[100,120)"
"Dracula Untold","Action","Gary Shore",2014,92,55942830,70000000,5178,138582,684,6.3,"[ 63,100)"
"While We're Young","Comedy","Noah Baumbach",2014,97,7574066,10000000,6322,30325,366,6.3,"[ 63,100)"
"Horrible Bosses 2","Comedy","Sean Anders",2014,116,54414716,42000000,30571,114294,383,6.3,"[100,120)"
"Endless Love","Drama","Shana Feste",2014,104,23393765,20000000,18760,31323,174,6.3,"[100,120)"
"Muppets Most Wanted","Adventure","James Bobin",2014,119,51178893,50000000,6089,24285,387,6.4,"[100,120)"
"Rio 2","Adventure","Carlos Saldanha",2014,101,131536019,103000000,1031,58498,258,6.4,"[100,120)"
"Neighbors","Comedy","Nicholas Stoller",2014,97,150056505,18000000,2771,216581,748,6.4,"[ 63,100)"
"Dolphin Tale 2","Drama","Charles Martin Smith",2014,107,42019483,36000000,13904,6069,87,6.4,"[100,120)"
"The Purge: Anarchy","Action","James DeMonaco",2014,103,71519230,9000000,6807,92364,529,6.5,"[100,120)"
"Sin City: A Dame to Kill For","Action","Frank Miller",2014,102,13750556,65000000,49433,111102,578,6.5,"[100,120)"
"Need for Speed","Action","Scott Waugh",2014,132,43568507,66000000,7081,136954,673,6.5,"[120,280]"
"Top Five","Comedy","Chris Rock",2014,102,25277561,12000000,5592,21672,254,6.5,"[100,120)"
"Let's Be Cops","Comedy","Luke Greenfield",2014,104,82389560,17000000,3627,106820,276,6.5,"[100,120)"
"Blended","Comedy","Frank Coraci",2014,117,46280507,40000000,49743,87165,357,6.5,"[100,120)"
"This Is Where I Leave You","Comedy","Shawn Levy",2014,103,34290142,19800000,4662,54242,301,6.6,"[100,120)"
"The Interview","Comedy","Evan Goldberg",2014,112,6105175,44000000,12239,247020,1128,6.6,"[100,120)"
"Black or White","Drama","Mike Binder",2014,121,21569041,9000000,3745,8058,148,6.6,"[120,280]"
"The Homesman","Drama","Tommy Lee Jones",2014,122,2428883,16000000,2896,21370,340,6.6,"[120,280]"
"The Amazing Spider-Man 2","Action","Marc Webb",2014,142,202853933,200000000,28631,321227,1562,6.7,"[120,280]"
"Divergent","Adventure","Neil Burger",2014,139,150832203,85000000,22226,341058,1172,6.7,"[120,280]"
"The Hunger Games: Mockingjay - Part 1","Adventure","Francis Lawrence",2014,123,337103873,125000000,81385,305008,994,6.7,"[120,280]"
"Penguins of Madagascar","Adventure","Eric Darnell",2014,92,83348920,132000000,19963,60230,271,6.7,"[ 63,100)"
"Wish I Was Here","Comedy","Zach Braff",2014,106,3588432,6000000,18947,29341,242,6.7,"[100,120)"
"Inherent Vice","Comedy","Paul Thomas Anderson",2014,148,8093318,20000000,707,61935,643,6.7,"[120,280]"
"When the Game Stands Tall","Drama","Thomas Carter",2014,115,30127963,15000000,525,12596,114,6.7,"[100,120)"
"The Best of Me","Drama","Michael Hoffman",2014,118,26761283,26000000,3197,43084,184,6.7,"[100,120)"
"The Maze Runner","Action","Wes Ball",2014,113,102413606,34000000,1783,310903,821,6.8,"[100,120)"
"The Boxtrolls","Adventure","Graham Annable",2014,96,50807639,60000000,3151,40883,341,6.8,"[ 63,100)"
"If I Stay","Drama","R.J. Cutler",2014,107,50461335,11000000,20466,83893,273,6.8,"[100,120)"
"Draft Day","Drama","Ivan Reitman",2014,110,28831145,25000000,3757,39357,272,6.8,"[100,120)"
"Mr. Peabody & Sherman","Adventure","Rob Minkoff",2014,92,111505642,145000000,5810,47900,326,6.9,"[ 63,100)"
"A Most Violent Year","Action","J.C. Chandor",2014,125,5749134,20000000,3979,45799,530,7,"[120,280]"
"Maleficent","Action","Robert Stromberg",2014,97,241407328,180000000,15516,252257,1035,7,"[ 63,100)"
"22 Jump Street","Action","Phil Lord",2014,112,191616238,50000000,19428,258186,652,7.1,"[100,120)"
"Wild","Adventure","Jean-Marc Vallee",2014,115,37877959,15000000,4896,86664,601,7.1,"[100,120)"
"The Equalizer","Action","Antoine Fuqua",2014,132,101530738,55000000,37605,229574,728,7.2,"[120,280]"
"American Sniper","Action","Clint Eastwood",2014,133,350123553,58800000,16277,325264,1406,7.3,"[120,280]"
"The Book of Life","Adventure","Jorge R. Gutierrez",2014,95,50150619,50000000,19513,45580,258,7.3,"[ 63,100)"
"St. Vincent","Comedy","Theodore Melfi",2014,102,44134898,13000000,20330,72803,446,7.3,"[100,120)"
"The Hundred-Foot Journey","Comedy","Lasse Hallstrom",2014,122,54235441,22000000,1484,52894,365,7.3,"[120,280]"
"Still Alice","Drama","Richard Glatzer",2014,101,18656400,5000000,19673,86077,504,7.5,"[100,120)"
"Fury","Action","David Ayer",2014,134,85707116,68000000,20411,303185,1107,7.6,"[120,280]"
"Dawn of the Planet of the Apes","Action","Matt Reeves",2014,130,208543795,170000000,14363,317542,1141,7.6,"[120,280]"
"Captain America: The Winter Soldier","Action","Anthony Russo",2014,136,259746958,170000000,36188,496749,1318,7.8,"[120,280]"
"Birdman or (The Unexpected Virtue of Ignorance)","Comedy","Alejandro G. Inarritu",2014,119,42335698,18000000,21668,395087,1689,7.8,"[100,120)"
"The Fault in Our Stars","Drama","Josh Boone",2014,133,124868837,12000000,10565,249688,874,7.8,"[120,280]"
"How to Train Your Dragon 2","Action","Dean DeBlois",2014,102,176997107,145000000,23378,221128,635,7.9,"[100,120)"
"Big Hero 6","Action","Don Hall",2014,102,222487711,165000000,2963,279093,817,7.9,"[100,120)"
"Edge of Tomorrow","Action","Doug Liman",2014,113,100189501,178000000,12652,431620,1326,7.9,"[100,120)"
"X-Men: Days of Future Past","Action","Bryan Singer",2014,149,233914986,200000000,91434,514125,1291,8,"[120,280]"
"Boyhood","Drama","Richard Linklater",2014,165,25359200,4000000,673,266020,1384,8,"[120,280]"
"Guardians of the Galaxy","Action","James Gunn",2014,121,333130696,170000000,32438,682155,1750,8.1,"[120,280]"
"The Grand Budapest Hotel","Adventure","Wes Anderson",2014,99,59073773,25000000,15082,475518,1180,8.1,"[ 63,100)"
"Whiplash","Drama","Damien Chazelle",2014,107,13092000,3300000,26495,399138,1266,8.5,"[100,120)"
"Interstellar","Adventure","Christopher Nolan",2014,169,187991439,165000000,31488,928227,3437,8.6,"[120,280]"
"Fifty Shades of Grey","Drama","Sam Taylor-Johnson",2015,129,166147885,40000000,4585,220020,1722,4.1,"[120,280]"
"Fantastic Four","Action","Josh Trank",2015,100,56114221,120000000,1261,110486,1064,4.3,"[100,120)"
"Paul Blart: Mall Cop 2","Action","Andy Fickman",2015,94,71038190,30000000,3552,23473,199,4.4,"[ 63,100)"
"Stonewall","Drama","Roland Emmerich",2015,129,186354,13500000,26176,1758,104,4.5,"[120,280]"
"90 Minutes in Heaven","Drama","Michael Polish",2015,121,4700361,5000000,6617,2047,41,4.6,"[120,280]"
"Alvin and the Chipmunks: The Road Chip","Adventure","Walt Becker",2015,92,85884815,90000000,38450,9418,123,5,"[ 63,100)"
"Hot Pursuit","Action","Anne Fletcher",2015,87,34507079,35000000,1679,34948,273,5.1,"[ 63,100)"
"Hot Tub Time Machine 2","Comedy","Steve Pink",2015,99,12282677,14000000,4702,28159,203,5.1,"[ 63,100)"
"Point Break","Action","Ericson Core",2015,114,28772222,105000000,3962,33953,326,5.3,"[100,120)"
"By the Sea","Drama","Angelina Jolie Pitt",2015,122,531009,10000000,22319,7976,192,5.3,"[120,280]"
"Blackhat","Action","Michael Mann",2015,133,7097125,70000000,28129,38983,468,5.4,"[120,280]"
"Jupiter Ascending","Action","Lana Wachowski",2015,127,47375327,176000000,47334,139593,1104,5.4,"[120,280]"
"Unfinished Business","Comedy","Ken Scott",2015,91,10214013,35000000,1564,23072,179,5.4,"[ 63,100)"
"Aloha","Comedy","Cameron Crowe",2015,105,20991497,37000000,44037,39778,310,5.4,"[100,120)"
"Creative Control","Drama","Benjamin Dickinson",2015,97,62480,1000000,928,1048,43,5.5,"[ 63,100)"
"Pixels","Action","Chris Columbus",2015,106,78747585,88000000,35367,89770,595,5.6,"[100,120)"
"Maggie","Drama","Henry Hobson",2015,95,131175,8500000,1885,30219,456,5.6,"[ 63,100)"
"Magic Mike XXL","Comedy","Gregory Jacobs",2015,115,66009973,14800000,38963,38202,357,5.7,"[100,120)"
"Love the Coopers","Comedy","Jessie Nelson",2015,107,26284475,17000000,10691,9051,165,5.7,"[100,120)"
"The Gunman","Action","Pierre Morel",2015,115,10640645,40000000,1686,28429,334,5.8,"[100,120)"
"Pan","Adventure","Joe Wright",2015,111,34964818,150000000,21393,39956,442,5.8,"[100,120)"
"The Last Witch Hunter","Action","Breck Eisner",2015,106,27356090,90000000,16922,58752,319,6,"[100,120)"
"The SpongeBob Movie: Sponge Out of Water","Adventure","Paul Tibbitt",2015,92,162495848,74000000,5217,34359,280,6,"[ 63,100)"
"Get Hard","Comedy","Etan Cohen",2015,107,90353764,40000000,12556,85629,317,6,"[100,120)"
"Victor Frankenstein","Drama","Paul McGuigan",2015,110,5773519,40000000,12876,28618,250,6,"[100,120)"
"San Andreas","Action","Brad Peyton",2015,114,155181732,110000000,16718,147497,857,6.1,"[100,120)"
"Vacation","Adventure","John Francis Daley",2015,99,58879132,31000000,40312,66123,423,6.1,"[ 63,100)"
"Our Brand Is Crisis","Comedy","David Gordon Green",2015,107,6998324,28000000,3944,11476,175,6.1,"[100,120)"
"Daddy's Home","Comedy","Sean Anders",2015,96,150315155,50000000,10886,54010,275,6.1,"[ 63,100)"
"Krampus","Comedy","Michael Dougherty",2015,98,42592530,15000000,4567,29867,379,6.2,"[ 63,100)"
"Insurgent","Adventure","Robert Schwentke",2015,119,129995817,110000000,22622,154621,521,6.3,"[100,120)"
"The Scorch Trials","Action","Wes Ball",2015,132,81687587,61000000,2517,138246,609,6.4,"[120,280]"
"Minions","Action","Kyle Balda",2015,91,336029560,74000000,13616,142403,583,6.4,"[ 63,100)"
"Goosebumps","Adventure","Rob Letterman",2015,103,80021740,58000000,5497,47968,372,6.4,"[100,120)"
"Ted 2","Comedy","Seth MacFarlane",2015,125,81257500,68000000,30010,117739,509,6.4,"[120,280]"
"Paper Towns","Drama","Jake Schreier",2015,109,31990064,12000000,2753,63390,351,6.4,"[100,120)"
"Self/less","Action","Tarsem Singh",2015,117,12276810,26000000,17847,57674,304,6.5,"[100,120)"
"Tomorrowland","Action","Brad Bird",2015,130,93417865,190000000,5046,128306,940,6.5,"[120,280]"
"The DUFF","Comedy","Ari Sandel",2015,101,34017854,8500000,36892,51326,248,6.5,"[100,120)"
"Pitch Perfect 2","Comedy","Elizabeth Banks",2015,115,183436380,29000000,13159,97697,406,6.5,"[100,120)"
